"Rank","Player","G","REC","YDS","YBC","AIR","YAC","YACON","BRKTKL","TGT","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS"
"1","Justin Jefferson (MIN)","17","8","106","70","21","37","8","0","11","8","0","2","4","2","1","0","0"
"2","Davante Adams (LAR)","17","6","89","60","26","29","6","1","11","6","0","1","4","1","1","0","0"
"3","Tyreek Hill (MIA)","17","7","101","72","27","28","3","0","10","7","0","1","4","1","1","0","0"
"4","A.J. Brown (PHI)","17","5","88","56","25","32","11","0","9","6","0","1","3","1","1","0","0"
"5","Stefon Diggs (NE)","17","6","86","60","31","25","6","0","9","7","0","1","3","1","1","0","0"
"6","CeeDee Lamb (DAL)","17","6","80","51","26","29","9","1","9","7","0","1","4","1","0","0","0"
"7","Jaylen Waddle (MIA)","17","4","80","50","21","30","9","0","7","5","0","0","3","1","1","0","0"
"8","Amari Cooper (FA)","17","5","68","49","26","19","5","0","8","5","1","1","3","1","0","0","0"
"9","Amon-Ra St. Brown (DET)","16","7","73","40","12","33","6","0","9","7","0","1","4","1","0","0","0"
"10","DeVonta Smith (PHI)","17","6","70","42","19","29","6","0","8","6","0","1","3","1","0","0","0"
"11","Christian Kirk (HOU)","17","5","65","43","22","22","4","0","8","5","0","1","3","1","0","0","0"
"12","Ja'Marr Chase (CIN)","13","7","80","47","31","34","11","1","10","8","1","2","3","1","0","0","0"
"13","Tyler Lockett (TEN)","16","5","65","47","25","17","1","0","7","5","0","1","3","1","1","0","0"
"14","Terry McLaurin (WAS)","17","5","70","47","24","23","8","0","7","5","0","1","3","1","1","0","0"
"15","Brandon Aiyuk (SF)","17","5","60","37","14","23","6","0","7","5","0","1","3","1","0","0","0"
"16","Mike Evans (TB)","15","5","75","61","19","14","4","0","8","5","0","1","3","1","0","0","0"
"17","Tee Higgins (CIN)","15","5","69","50","21","19","7","0","7","5","1","1","3","1","0","0","0"
"18","Jerry Jeudy (CLE)","15","4","65","38","24","26","7","0","7","5","0","1","2","1","1","0","0"
"19","DK Metcalf (PIT)","17","5","62","49","23","13","4","0","8","6","0","2","3","1","0","0","0"
"20","DJ Moore (CHI)","17","4","52","42","14","11","3","0","7","4","0","1","2","1","0","0","0"
"21","Garrett Wilson (NYJ)","17","5","65","43","22","22","11","1","9","5","0","1","3","1","0","0","0"
"22","Cooper Kupp (SEA)","9","8","90","43","46","47","12","0","11","9","0","1","3","1","0","0","0"
"23","Chris Olave (NO)","15","5","69","55","45","14","4","0","8","5","0","1","3","1","0","0","0"
"24","Gabe Davis (FA)","15","3","56","46","22","10","1","0","6","4","1","1","2","1","0","0","0"
"25","Christian Watson (GB)","14","3","44","24","5","20","3","0","5","3","0","1","2","1","0","0","0"
"26","Chris Godwin (TB)","15","7","68","33","5","35","9","0","9","7","0","1","3","1","0","0","0"
"27","Michael Pittman Jr. (IND)","16","6","58","36","15","22","7","0","9","7","0","1","3","1","0","0","0"
"28","Tyler Boyd (FA)","17","3","46","31","13","15","5","0","5","4","0","1","2","1","0","0","0"
"29","Zay Jones (ARI)","16","5","51","34","14","18","4","0","8","6","1","1","2","0","0","0","0"
"30","Allen Lazard (NYJ)","15","4","53","36","22","17","4","0","7","5","0","1","2","1","0","0","0"
"31","George Pickens (DAL)","17","3","47","41","25","6","3","0","5","3","0","0","2","1","0","0","0"
"32","Mike Williams (FA)","13","5","69","43","38","26","4","0","7","5","0","1","3","1","0","0","0"
"33","Jakobi Meyers (LV)","14","5","57","41","15","17","2","0","7","5","0","1","2","1","0","0","0"
"34","Deebo Samuel Sr. (WAS)","13","4","49","11","6","38","14","1","7","5","1","1","2","1","0","0","0"
"35","Curtis Samuel (BUF)","17","4","39","21","9","17","4","0","5","4","0","1","2","1","0","0","0"
"36","Adam Thielen (CAR)","17","4","42","33","15","9","2","0","6","4","0","1","2","0","0","0","0"
"37","JuJu Smith-Schuster (KC)","16","5","58","27","15","31","8","0","6","5","0","1","2","1","0","0","0"
"38","Drake London (ATL)","17","4","51","36","20","15","3","0","7","5","0","1","2","1","0","0","0"
"39","Donovan Peoples-Jones (NO)","17","4","49","38","18","11","2","0","6","4","0","1","2","1","0","0","0"
"40","Keenan Allen (LAC)","10","7","75","49","5","26","5","0","9","7","0","2","3","1","1","0","0"
"41","Joshua Palmer (BUF)","16","5","48","32","12","16","3","0","7","5","0","1","2","0","0","0","0"
"42","Mack Hollins (NE)","17","3","41","29","17","12","2","0","6","4","0","1","1","1","0","0","0"
"43","Jahan Dotson (PHI)","12","3","44","32","28","11","4","0","5","3","1","1","2","1","0","0","0"
"44","K.J. Osborn (WAS)","17","4","38","21","10","18","4","0","5","4","0","1","1","0","0","0","0"
"45","Courtland Sutton (DEN)","15","4","55","45","38","10","2","0","7","5","1","1","2","1","0","0","0"
"46","Diontae Johnson (CLE)","17","5","52","38","33","14","4","0","9","6","0","1","2","0","0","0","0"
"47","Marquise Brown (KC)","12","6","59","39","35","20","3","0","9","6","0","1","3","1","0","0","0"
"48","Brandin Cooks (NO)","13","4","54","38","26","16","1","0","7","5","0","1","2","1","0","0","0"
"49","DeAndre Hopkins (BAL)","9","7","80","61","0","18","6","0","11","8","1","1","3","1","0","0","0"
"50","Parris Campbell (FA)","17","4","37","20","5","16","3","0","5","4","0","1","1","0","0","0","0"
"51","Darius Slayton (NYG)","15","3","48","31","9","17","6","0","5","4","0","0","2","1","0","0","0"
"52","Marquez Valdes-Scantling (SEA)","17","2","40","32","15","9","2","0","5","3","0","1","2","1","0","0","0"
"53","Devin Duvernay (CHI)","14","3","29","18","10","11","1","0","4","3","0","1","1","0","0","0","0"
"54","Isaiah McKenzie (FA)","16","3","26","18","9","8","1","0","4","3","0","1","1","0","0","0","0"
"55","Richie James Jr. (FA)","16","4","36","25","12","11","1","0","4","4","0","0","2","0","0","0","0"
"56","Russell Gage Jr. (SF)","13","4","33","20","8","13","5","0","5","4","0","1","1","0","0","0","0"
"57","Rashid Shaheed (NO)","12","2","41","27","0","15","3","0","3","2","0","0","1","1","1","0","0"
"58","DeVante Parker (FA)","13","2","41","33","24","8","3","0","4","3","0","0","2","1","0","0","0"
"59","Noah Brown (WAS)","16","3","35","27","18","8","3","0","5","3","0","1","1","0","0","0","0"
"60","Alec Pierce (IND)","16","3","37","30","15","7","1","0","5","3","0","0","2","1","0","0","0"
"61","Marvin Jones Jr. (FA)","16","3","33","27","25","6","1","0","5","3","0","1","2","0","0","0","0"
"62","Olamide Zaccheaus (CHI)","17","2","31","20","8","11","2","0","4","3","0","0","1","1","0","0","0"
"63","Kalif Raymond (DET)","17","3","36","23","8","13","2","0","4","3","0","1","1","1","0","0","0"
"64","Mecole Hardman Jr. (GB)","8","3","37","17","16","20","3","0","4","3","0","1","1","1","0","0","0"
"65","DJ Chark Jr. (ATL)","11","3","46","33","30","12","1","0","5","3","0","0","2","1","0","0","0"
"66","Chris Moore (WAS)","15","3","37","19","5","18","3","0","5","3","0","1","1","1","0","0","0"
"67","Michael Gallup (WAS)","14","3","30","23","2","8","2","0","5","3","1","1","1","0","0","0","0"
"68","DeAndre Carter (CLE)","17","3","32","20","10","12","2","0","4","3","0","1","1","1","0","0","0"
"69","Josh Reynolds (NYJ)","12","3","40","30","27","10","2","0","5","4","0","1","2","1","0","0","0"
"70","Corey Davis (FA)","13","2","41","33","30","8","2","0","5","3","0","1","2","1","0","0","0"
"71","Marquise Goodwin (FA)","13","2","30","21","7","9","4","0","3","2","0","0","1","1","0","0","0"
"72","Isaiah Hodgins (SF)","9","4","44","33","5","10","1","0","5","4","0","1","2","0","0","0","0"
"73","Robert Woods (PIT)","17","3","31","22","11","9","1","0","5","3","0","1","1","0","0","0","0"
"74","Darnell Mooney (ATL)","11","4","45","29","23","16","1","0","6","4","0","1","2","1","0","0","0"
"75","Greg Dortch (ARI)","16","3","29","11","8","19","8","0","4","3","0","0","1","0","0","0","0"
"76","Nico Collins (HOU)","10","4","48","32","39","16","3","0","7","4","0","1","2","1","0","0","0"
"77","Romeo Doubs (GB)","13","3","33","18","17","15","3","0","5","4","1","1","1","1","0","0","0"
"78","Chase Claypool (FA)","15","3","30","20","20","10","3","0","5","3","0","0","1","0","0","0","0"
"79","Nick Westbrook-Ikhine (MIA)","16","2","25","18","8","7","2","0","3","2","0","0","1","0","0","0","0"
"80","Demarcus Robinson (SF)","16","3","29","20","5","9","4","0","5","3","0","1","1","0","0","0","0"
"81","Treylon Burks (TEN)","11","3","40","26","18","15","5","0","5","3","0","0","1","1","0","0","0"
"82","Terrace Marshall Jr. (PHI)","13","2","38","27","0","11","5","0","4","2","0","0","2","1","0","0","0"
"83","Van Jefferson (TEN)","10","2","37","33","0","4","1","0","4","3","0","1","2","1","0","0","0"
"84","Trent Sherfield Sr. (DEN)","16","2","26","17","7","9","2","0","3","2","0","1","1","0","0","0","0"
"85","Kendrick Bourne (NE)","16","2","27","18","10","9","2","0","3","2","0","0","1","0","0","0","0"
"86","Allen Robinson II (FA)","10","3","34","27","19","7","1","0","5","3","0","1","2","0","0","0","0"
"87","Quez Watkins (FA)","17","2","21","12","6","9","2","0","3","2","0","0","1","0","0","0","0"
"88","Elijah Moore (BUF)","16","2","28","21","21","7","2","0","4","2","0","0","1","1","0","0","0"
"89","Jamal Agnew (ATL)","15","2","12","4","8","8","1","0","2","2","0","0","0","0","0","0","0"
"90","Trenton Irwin (JAC)","9","2","26","19","0","7","2","0","3","2","0","1","1","0","0","0","0"
"91","Randall Cobb (FA)","13","3","32","18","21","14","4","0","4","3","0","1","1","1","0","0","0"
"92","Jauan Jennings (SF)","16","2","26","15","7","11","3","0","4","3","0","0","1","0","0","0","0"
"93","Rondale Moore (MIN)","8","5","52","17","7","35","11","1","7","6","1","1","2","1","0","0","0"
"94","Julio Jones (FA)","10","2","30","18","16","12","3","0","4","3","0","1","1","0","0","0","0"
"95","Dante Pettis (NO)","17","1","14","11","3","4","0","0","2","1","0","0","1","0","0","0","0"
"96","Laviska Shenault Jr. (BUF)","13","2","21","-5","0","25","7","0","2","2","0","0","1","0","0","0","0"
"97","Ben Skowronek (PIT)","14","3","27","17","11","10","2","0","4","3","0","0","1","0","0","0","0"
"98","Tutu Atwell (LAR)","13","1","23","18","4","5","1","0","3","2","0","0","1","0","0","0","0"
"99","Tyquan Thornton (KC)","12","2","21","15","0","6","1","0","4","2","0","0","1","0","0","0","0"
"100","Nelson Agholor (FA)","15","2","24","15","17","10","3","0","4","2","0","0","1","0","0","0","0"
"101","Ray-Ray McCloud III (ATL)","17","1","14","9","5","5","1","0","1","1","0","0","1","0","0","0","0"
"102","Equanimeous St. Brown (SF)","16","1","20","15","8","6","1","0","2","1","0","0","1","0","0","0","0"
"103","Justin Watson (HOU)","17","1","19","15","5","4","1","0","2","1","0","0","1","0","0","0","0"
"104","Hunter Renfrow (CAR)","10","4","33","18","5","15","4","0","5","4","0","1","1","0","0","0","0"
"105","Kadarius Toney (FA)","9","2","19","7","-1","12","5","0","2","2","0","1","1","0","0","0","0"
"106","Braxton Berrios (HOU)","17","1","9","3","2","5","1","0","2","1","0","0","0","0","0","0","0"
"107","Shi Smith (FA)","17","1","17","8","6","9","2","0","2","1","0","0","1","0","0","0","0"
"108","Damiere Byrd (FA)","12","1","22","14","3","9","1","0","2","1","0","0","1","0","0","0","0"
"109","Rashod Bateman (BAL)","6","3","48","25","53","22","2","0","5","3","1","0","1","1","1","0","0"
"110","A.J. Green (FA)","13","2","18","13","9","5","2","0","4","2","0","0","0","0","0","0","0"
"111","Jarvis Landry (FA)","9","3","30","23","25","7","2","0","4","3","0","1","1","0","0","0","0"
"112","Michael Thomas (FA)","3","5","57","50","79","7","1","0","7","6","0","1","3","1","0","0","0"
"113","Tre'Quan Smith (FA)","10","2","28","21","15","7","3","0","3","2","0","0","1","0","0","0","0"
"114","Kendall Hinton (FA)","11","2","28","16","9","13","5","0","3","3","0","0","1","0","0","0","0"
"115","Robbie Chosen (SF)","12","2","24","16","20","8","0","0","4","2","0","0","1","0","0","0","0"
"116","Phillip Dorsett II (LV)","15","1","17","13","2","4","1","0","3","2","0","0","1","0","0","0","0"
"117","Sammy Watkins (FA)","9","2","36","22","8","14","1","0","3","2","0","1","1","1","0","0","0"
"118","Wan'Dale Robinson (NYG)","6","4","38","17","1","21","4","0","5","4","0","0","2","0","0","0","0"
"119","KhaDarel Hodge (ATL)","14","1","14","10","6","4","0","0","1","1","0","0","1","0","0","0","0"
"120","Dyami Brown (JAC)","9","1","16","12","8","3","0","0","2","1","0","0","0","0","0","0","0"
"121","Ashton Dulin (IND)","10","2","21","17","22","4","2","0","2","2","0","0","1","0","0","0","0"
"122","Velus Jones Jr. (NO)","11","1","10","6","0","3","1","0","1","1","0","0","0","0","0","0","0"
"123","Byron Pringle (FA)","10","1","14","12","6","1","0","0","2","1","0","0","1","0","0","0","0"
"124","Khalil Shakir (BUF)","10","1","16","8","11","8","1","0","2","1","0","0","1","0","0","0","0"
"125","Jalen Nailor (MIN)","8","1","22","14","2","8","5","0","2","1","0","0","1","0","0","0","0"
"126","Brandon Powell (FA)","17","1","9","-2","0","11","1","0","2","2","0","0","0","0","0","0","0"
"127","Amari Rodgers (FA)","15","1","14","9","0","5","1","0","2","1","0","0","1","0","0","0","0"
"128","River Cracraft (WAS)","8","1","13","10","4","3","0","0","2","1","0","0","1","0","0","0","0"
"129","Marquez Callaway (LV)","10","2","16","12","10","4","2","0","3","2","0","1","1","0","0","0","0"
"130","David Bell (CLE)","16","2","13","9","5","5","2","0","2","2","0","0","1","0","0","0","0"
"131","Sterling Shepard (TB)","3","4","51","33","75","18","9","0","8","5","1","0","2","0","0","0","0"
"132","Skyy Moore (KC)","16","1","16","6","4","9","2","0","2","1","0","0","1","0","0","0","0"
"133","Zach Pascal (NYG)","15","1","10","4","2","6","1","0","1","1","0","0","0","0","0","0","0"
"134","Keelan Cole Sr. (FA)","12","1","12","9","6","2","1","0","2","1","0","0","1","0","0","0","0"
"135","Scotty Miller (PIT)","12","2","15","13","15","3","1","0","3","2","0","0","1","0","0","0","0"
"136","Jalen Reagor (LAC)","17","0","6","4","1","2","0","0","1","0","0","0","0","0","0","0","0"
"137","KJ Hamler (BUF)","7","1","24","20","16","3","1","0","2","1","0","0","1","0","0","0","0"
"138","Denzel Mims (FA)","9","1","21","12","0","8","6","0","3","2","0","0","1","0","0","0","0"
"139","Lawrence Cager (WAS)","6","2","20","7","2","13","2","0","3","2","0","0","1","0","0","0","0"
"140","N'Keal Harry (FA)","6","1","19","17","0","3","0","0","2","1","0","0","1","0","0","0","0"
"141","Steven Sims Jr. (SEA)","12","1","9","2","0","7","1","0","2","1","0","0","0","0","0","0","0"
"142","DeSean Jackson (FA)","7","1","22","19","0","3","0","0","2","1","0","0","1","0","0","0","0"
"143","Anthony Schwartz (FA)","7","1","7","3","4","4","0","0","1","1","0","0","0","0","0","0","0"
"144","Cedrick Wilson Jr. (NO)","13","1","10","7","2","3","1","0","1","1","0","0","0","0","0","0","0"
"145","Breshad Perriman (FA)","8","1","14","7","25","7","1","0","2","1","0","0","1","0","0","0","0"
"146","Samori Toure (CHI)","4","1","21","18","0","3","1","0","3","1","0","0","1","1","1","0","0"
"147","Kenny Golladay (FA)","6","1","14","12","9","2","0","0","3","2","1","0","1","0","0","0","0"
"148","Tom Kennedy (DET)","7","1","20","9","10","11","2","0","2","1","0","0","1","0","0","0","0"
"149","Jameson Williams (DET)","6","0","7","6","0","1","0","0","2","1","0","0","0","0","0","0","0"
"150","Jeff Smith (FA)","7","1","19","14","5","5","0","0","2","1","0","0","1","0","0","0","0"
"151","T.Y. Hilton (FA)","3","2","40","29","0","11","6","0","3","3","1","0","1","1","0","0","0"
"152","Jalen Virgil (FA)","7","0","11","5","0","6","0","0","1","0","0","0","0","0","0","0","0"
"153","David Sills (ATL)","7","2","15","9","13","6","2","0","2","2","0","0","1","0","0","0","0"
"154","Marcus Johnson (FA)","8","1","12","8","3","5","1","0","3","1","0","0","1","0","0","0","0"
"155","Dax Milne (FA)","15","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0"
"156","Cam Sims (FA)","13","1","7","5","8","1","0","0","1","1","0","0","0","0","0","0","0"
"157","Michael Bandy (DEN)","8","1","11","8","5","3","0","0","3","1","0","0","1","0","0","0","0"
"158","Brandon Johnson (PIT)","5","1","8","6","0","3","1","0","3","1","0","0","0","0","0","0","0"
"159","Freddie Swain (FA)","3","1","25","16","0","9","1","0","2","1","0","0","1","0","0","0","0"
"160","Kevin White (FA)","6","0","12","1","0","11","6","0","1","1","0","0","0","0","0","0","0"
"161","Gunner Olszewski (NYG)","15","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0"
"162","Dee Eskridge (MIA)","9","1","6","1","1","5","1","0","1","1","0","0","0","0","0","0","0"
"163","Jake Kumerow (FA)","5","1","13","9","9","3","1","0","1","1","0","0","1","0","0","0","0"
"164","Jalen Guyton (FA)","2","1","32","29","58","4","0","0","2","1","0","0","1","1","1","1","1"
"165","Jamison Crowder (FA)","4","2","15","8","30","8","2","0","3","2","0","0","1","0","0","0","0"
"166","Michael Strachan (FA)","6","1","10","8","13","2","1","0","2","1","0","1","1","0","0","0","0"
"167","Deven Thompkins (FA)","5","1","6","0","0","6","3","0","2","1","0","0","0","0","0","0","0"
"168","Mike Thomas (FA)","5","0","8","3","13","5","6","0","2","1","0","1","0","0","0","0","0"
"169","Trent Taylor (SF)","16","0","4","1","0","3","1","0","1","0","0","0","0","0","0","0","0"
"170","Cody Hollister (FA)","6","1","9","8","4","1","0","0","1","1","0","0","0","0","0","0","0"
"171","James Proche II (TEN)","12","1","5","4","0","1","1","0","1","1","0","0","0","0","0","0","0"
"172","Chris Conley (FA)","4","1","12","11","5","1","0","0","2","2","1","0","0","0","0","0","0"
"173","Andre Baccellia (ARI)","7","1","6","5","8","2","0","0","1","1","0","0","0","0","0","0","0"
"174","Racey McMath (FA)","4","1","10","8","0","2","0","0","2","1","0","0","0","0","0","0","0"
"175","Laquon Treadwell (IND)","3","2","14","10","0","4","1","0","3","2","0","1","1","0","0","0","0"
"176","Michael Woods II (FA)","8","1","6","4","0","2","0","0","1","1","0","0","0","0","0","0","0"
"177","Kyle Philips (FA)","4","2","20","14","22","5","0","0","3","2","0","0","1","1","0","0","0"
"178","Cole Beasley (FA)","5","1","7","4","2","3","1","0","2","1","0","0","0","0","0","0","0"
"179","Tylan Wallace (BAL)","8","1","4","3","5","1","1","0","1","1","0","0","0","0","0","0","0"
"180","Tim Jones (MIN)","7","0","4","1","0","3","2","0","1","1","0","0","0","0","0","0","0"
"181","Tyrie Cleveland (FA)","5","0","6","2","6","3","2","0","1","0","0","0","0","0","0","0","0"
"182","Simi Fehoko (ARI)","3","1","8","5","17","3","2","0","1","1","0","0","0","0","0","0","0"
"183","Dezmon Patmon (FA)","1","2","24","17","73","7","5","0","6","3","1","1","1","0","0","0","0"
"184","Andy Isabella (FA)","4","1","5","4","18","1","1","0","1","1","0","0","1","0","0","0","0"
"185","Cade Johnson (FA)","2","1","11","8","0","3","1","0","2","1","0","0","1","0","0","0","0"
"186","Penny Hart (FA)","3","1","7","3","2","4","2","0","1","1","0","0","0","0","0","0","0"
"187","Lil'Jordan Humphrey (NYG)","4","1","5","1","7","4","1","0","1","1","0","0","0","0","0","0","0"
"188","Danny Gray (FA)","7","0","1","1","7","1","0","0","1","0","0","0","0","0","0","0","0"
"189","Keith Kirkwood (BAL)","3","1","6","5","0","1","0","0","1","1","0","0","0","0","0","0","0"
"190","Juwann Winfree (FA)","3","0","6","4","17","2","0","0","1","1","0","0","0","0","0","0","0"
"191","Dennis Houston (TB)","2","1","8","5","40","3","3","0","3","1","0","0","1","0","0","0","0"
"192","Bryan Edwards (FA)","4","1","4","2","9","2","1","0","1","1","0","1","0","0","0","0","0"
"193","Austin Trammell (JAC)","2","1","7","7","0","0","0","0","2","1","0","0","0","0","0","0","0"
"194","Montrell Washington (NYG)","15","0","0","-1","2","1","0","0","1","0","0","0","0","0","0","0","0"
"195","Lance McCutcheon (PIT)","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"196","Ihmir Smith-Marsette (NYG)","4","0","4","3","1","1","0","0","1","1","0","0","0","0","0","0","0"
""
""